ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle.1
Ghana,Who makes up Ghana's Parliament?,the new patriotic party and national democratic congress,hard,hard,S08_set2_a5,
Ghana,What European countries established states in Ghana?,the uk,hard,too hard,S08_set2_a5,
Gray_Wolf,Does the Gray Wolf share an ancestry with the domestic dog?,yes,easy,too easy,S08_set1_a6,
Gray_Wolf,Do wolf pups tend to have darker fur than adults?,yes,easy,too easy,S08_set1_a6,
Gray_Wolf,Do wolves leave their pack?,yes,easy,medium,S08_set1_a6,
Gray_Wolf,What kinds of coats do wolves have?,bulky coats with two layers,medium,medium,S08_set1_a6,
Gray_Wolf,Where do wolves have scent glands?,helping the woldf to effectively navigate over large expanses while concurrently keeping others informed of its whereabouts,medium,medium,S08_set1_a6,
Gray_Wolf,How much do wolves weigh?,typically varies between 32 and 62 kilograms,medium,medium,S08_set1_a6,
Gray_Wolf,Why do wolves howl?,"howling helps pack members keep in touch, allowing them to communicate effectively in thickly forested areas or over great distances howling also helps to call pack members to a specific location howling can also serve as a declaration of territory, as shown in a dominant wolf&apos;s tendency to respond to a human imitation of a ""rival"" wolf in an area the wolf considers its own ",hard,hard,S08_set1_a6,
Gray_Wolf,What is surplus killing?,surplus killing is defined as the killing of several prey animals too numerous to eat at one sitting,hard,medium,S08_set1_a6,
Gray_Wolf,Are Gray Wolves native to North America?,yes,hard,easy,S08_set1_a6,
Gray_Wolf,Is the Gray Wolf a mammal?,yes,easy,easy,S08_set1_a6,
Gray_Wolf,Are a wolf's teeth its main weapons?,yes,easy,easy,S08_set1_a6,
Gray_Wolf,Are wolves built for stamina?,yes,easy,easy,S08_set1_a6,
Gray_Wolf,Where is the largest gray wolf population thought to be found?,kazakhstan,medium,hard,S08_set1_a6,
Gray_Wolf,To what genus does the gray wolf belong?,canis,medium,medium,S08_set1_a6,
Gray_Wolf,When do wolves molt?,late spring or early summer,medium,medium,S08_set1_a6,
Gray_Wolf,Why is it beneficial for alpha males and females to forcefully prevent other wolves from mating?,a pack can only suppport one littler per year,hard,hard,S08_set1_a6,
Gray_Wolf,What type of tools do biologists use to capture wolves for tagging?,darting and foot hold traps,hard,hard,S08_set1_a6,
Gray_Wolf,"Forward, erect ears and slightly bristle hackles are a sign of what in wolves?",dominance,hard,hard,S08_set1_a6,
Grover_Cleveland,Was Grover Cleveland born in New York?,no,easy,easy,S08_set3_a6,
Grover_Cleveland,Did Grover Cleveland win the 1884 election?,yes,easy,easy,S08_set3_a6,
Grover_Cleveland,Did Grover Cleveland support women's suffrage?,no,easy,medium,S08_set3_a6,
Grover_Cleveland,Where was Grover Cleveland married?,in the white house,medium,easy,S08_set3_a6,
Grover_Cleveland,What did Cleveland die from?,a heart attack,medium,easy,S08_set3_a6,
Grover_Cleveland,How many years after Cleveland left office did the U.S. win the Spanish-American War?,one year,medium,medium,S08_set3_a6,
Grover_Cleveland,What did Cleveland's opponents say in 1884 to counter his innocent image?,that he had fathered an illegitimate child,hard,hard,S08_set3_a6,
Grover_Cleveland,Who did Cleveland run against in 1884?,former senator james g blaine of maine,hard,easy,S08_set3_a6,
Grover_Cleveland,Why did Cleveland want to hide his cancer surgery from the public?,to avoid further market panic,hard,medium,S08_set3_a6,
Grover_Cleveland,Was Grover Cleveland the twenty-seventh president of the United States?,no,easy,easy,S08_set3_a6,
Grover_Cleveland,Is Grover Cleveland honest?,yes,easy,easy,S08_set3_a6,
Grover_Cleveland,Was Grover Cleveland married in the whitehouse?,yes,easy,easy,S08_set3_a6,
Grover_Cleveland,"When was he elected sheriff of Erire County, New York?",yes,medium,easy,S08_set3_a6,
Grover_Cleveland,When did he die?,june 24 1908,medium,medium,S08_set3_a6,
Grover_Cleveland,Which election did Grover Cleveland win?,1884 and 1892 presidential elections,medium,hard,S08_set3_a6,
Grover_Cleveland,Who were Grover Cleveland's parents?,"cleveland was born in caldwell, new jersey to the reverend richard cleveland and anne neal",hard,too hard,S08_set3_a6,
Grover_Cleveland,How many children did Grover Cleveland have?,5,hard,hard,S08_set3_a6,
Grover_Cleveland,Who lost control of his party to the agrarians and silverites in 1896?,grover cleveland,,medium,S08_set3_a6,
Grover_Cleveland,Is it true that he sent in federal troops to chicago?,yes,,easy,S08_set3_a6,
Grover_Cleveland,"Was Cleveland born in Caldwell, New Jersey to the Reverend Richard Cleveland and Anne Neal?",yes,,easy,S08_set3_a6,
Grover_Cleveland,"Was Grover Cleveland elected Sheriff of Erie County, New York?",yes,,easy,S08_set3_a6,
Grover_Cleveland,Was Cleveland 's portrait on the U.S. $ 1000 bill from 1928 to 1946 ?,yes,,easy,S08_set3_a6,
Grover_Cleveland,Is he buried in the Princeton Cemetery of the Nassau Presbyterian Church ?,yes,,easy,S08_set3_a6,
Grover_Cleveland,Did the Department of the Interior not charge that the rights of way for this land must be returned to the public because the railroads failed to extend their lines according to agreements ?,yes,,easy,S08_set3_a6,
Grover_Cleveland,"Did the team , sedating Cleveland with nitrous oxide -LRB- laughing gas -RRB- , not remove his upper left jaw and portions of his hard palate ?",yes,,easy,S08_set3_a6,
Henri_Becquerel,He became chief engineer in the Department of Bridges and Highways in what year?,in 1894,,medium,S08_set4_a9,
Henri_Becquerel,What led Becquerel to investigate the spontaneous emission of nuclear radiation?,phographic plates being fully exposed,,hard,S08_set4_a9,
Henri_Becquerel,Is it true that he married louise désirée lorieux in 1890?,yes,,easy,S08_set4_a9,
Henri_Becquerel,Is it true that he shared the nobel prize in physics?,yes,,easy,S08_set4_a9,
Henri_Becquerel,When did he marry louise désirée lorieux?,1890,,medium,S08_set4_a9,
Henri_Becquerel,Was Becquerel elected Permanent Secretary of the Académie des Sciences?,yes,,easy,S08_set4_a9,
Henri_Becquerel,"Was Becquerel born in Paris into a family which, including he and his son Jean, produced four generations of scientists?",yes,,easy,S08_set4_a9,
Henri_Becquerel,Who won the 1903 Nobel Prize in Physics for discovering radioactivity ?,henri becquerel,,medium,S08_set4_a9,
Henri_Becquerel,Did he not die at the age of 55 in Le Croisic ?,yes he died at the age of 55,,easy,S08_set4_a9,
Henri_Becquerel,Did one places between the phosphorescent substance and the paper a piece of money or a metal screen not pierce with a cut-out design ?,yes,,easy,S08_set4_a9,
Henri_Becquerel,What happened in 1896?, becquerel accidentally discovered radioactivity,,hard,S08_set4_a9,
Henri_Becquerel,What happened with a bromide emulsion in two sheets of very thick black paper?,the plate does not become clouded upon being exposed to the sun for a day,,hard,S08_set4_a9,
Henri_Becquerel,Is there a becquerel crater on the moon and a becquerel crater on mars?,yes,,easy,S08_set4_a9,
Indonesia,Are the Javanese the largest and politically dominant ethnic group in Indonesia?,yes,easy,easy,S08_set2_a10,
Indonesia,Is Indonesia a monarchy with a presidential system?,no,easy,easy,S08_set2_a10,
Indonesia,Did the Japanese invasion and subsequent occupation during WWII end Dutch rule?,yes,easy,easy,S08_set2_a10,
Indonesia,In what year did East Timor secede from Indonesia?,1999,medium,medium,S08_set2_a10,
Indonesia,When did Islam become the dominant religion in Java and Sumatra?,the end of the 16th century,medium,medium,S08_set2_a10,
Indonesia,Does Indonesia have the world's hightest level of biodiversity?,no,medium,easy,S08_set2_a10,
Indonesia,Was Indonesia named after it became an independent country?,no,hard,hard,S08_set2_a10,
Indonesia,Why did Indonesia break off relations with the People's Republic of China?,because of anti-communist purges early in the suharto era,hard,too hard,S08_set2_a10,
Indonesia,Which spice originally attracted Europeans to Indonesia?,"nutmeg, cloves, or cubeb pepper",hard,hard,S08_set2_a10,
Indonesia,What is Jakarta?,indonesia's special capital region,,hard,S08_set2_a10,
Indonesia,"What shares land borders with Papua New Guinea, East Timor and Malaysia?",indonesia,,medium,S08_set2_a10,
Indonesia,What are the largest and politically dominant ethnic group?,the javanese,,easy,S08_set2_a10,
Indonesia,What happens when the srivijaya kingdom formed trade links?,the indonesian archipelago became an important trade region,,medium,S08_set2_a10,
Indonesia,Is it true that indonesia has vast areas of wilderness?,yes,,easy,S08_set2_a10,
Indonesia,Is Indonesia a republic?,yes,,easy,S08_set2_a10,
Indonesia,Are Sports in Indonesia generally male-orientated?,yes,,easy,S08_set2_a10,
Indonesia,Is Indonesia the world's largest archipelagic state?,yes,,medium,S08_set2_a10,
Indonesia,Are sports in Indonesia generally male-orientated and spectator sports are often associated with illegal gambling ?,yes,,easy,S08_set2_a10,
Indonesia,Is Pencak Silat an Indonesian martial art ?,yes,,easy,S08_set2_a10,
Indonesia,Has Indonesia the world 's largest Muslim population ?,yes,,easy,S08_set2_a10,
Indonesia,Who has its own political legislature and governor ?,each province,,easy,S08_set2_a10,
Indonesia,Is it the world 's largest archipelagic state?,yes,,easy,S08_set2_a10,
Indonesia,Is it the world 's fourth most populous country and the most populous muslim-majority nation?,yes,,easy,S08_set2_a10,
Indonesia,Is indonesia a republic?,yes,,easy,S08_set2_a10,
James_Monroe,Is James Monrow the fifth president of US?,yes,easy,easy,S08_set3_a2,
James_Monroe,What is the first word on the page?,james,easy,too easy,S08_set3_a2,
James_Monroe,What is the first number on the page?,28,easy,too easy,S08_set3_a2,
James_Monroe,When did Monroe's presidency expired?,"march 4, 1825",medium,medium,S08_set3_a2,
James_Monroe,What is Monroe's father's name?,spence,medium,medium,S08_set3_a2,
James_Monroe,What is Monroe's daughter's name?,maria hester monroe gouverneur,medium,medium,S08_set3_a2,
James_Monroe,"What does ""Era of Good Feelings"" refers to?",reduced tension,hard,medium,S08_set3_a2,
James_Monroe,Did Monroe' wedding happen at the Trinity Church in New York?,yes,hard,easy,S08_set3_a2,
James_Monroe,What is Monroe Doctrine?,a doctrine declaring us opposition to european interference in the americas,hard,medium,S08_set3_a2,
James_Monroe,Was James Monroe President of the United States?,yes,easy,easy,S08_set3_a2,
James_Monroe,Did James Monroe attend the College of William and Mary?,yes,easy,easy,S08_set3_a2,
James_Monroe,Did James Monroe fight in the Continental Army?,yes,easy,easy,S08_set3_a2,
James_Monroe,Where was James Monroe born?,"westmoreland county, virginia",medium,medium,S08_set3_a2,
James_Monroe,Where was James Monroe shot?,"at the battle of trenton, in his left shoulder",medium,medium,S08_set3_a2,
James_Monroe,Who did James Monroe marry?,elizabeth kortright,medium,medium,S08_set3_a2,
James_Monroe,What did James Monroe do before being elected governor?,he practiced law in virginia,hard,medium,S08_set3_a2,
James_Monroe,In which years were John Monroe elected as President?,1817-1825,hard,medium,S08_set3_a2,
James_Monroe,Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?,george washington,hard,medium,S08_set3_a2,
James_Monroe,When was James Monroe appointed to Secretary of War?,1814,easy,medium,S08_set3_a2,
James_Monroe,When did James Monroe die?,"july 4, 1831",easy,medium,S08_set3_a2,
James_Monroe,When did James Monroe graduate from William and Mary?,1776,easy,medium,S08_set3_a2,
James_Monroe,When was James Monroe elected president?,"monroe was elected president in the election of 1816, and re-elected in 1820",medium,medium,S08_set3_a2,
James_Monroe,Which property did James Monroe sell in 1817?,monroe hill on the grounds of the university of virginia,medium,hard,S08_set3_a2,
James_Monroe,When did James Monroe introduce the Monroe Doctrine?,"december 2, 1823",medium,medium,S08_set3_a2,
James_Monroe,Who did James Monroe live with in New York City?,his daughter maria hester monroe gouverneur,hard,medium,S08_set3_a2,
James_Monroe,What did James Monroe's letters not contain?,no letters survive in which he might have discussed his religious beliefs,hard,hard,S08_set3_a2,
James_Monroe,What was the result of the rejection of the Jay Treaty?,"as a result, the two nations moved closer toward the war of 1812 ",hard,hard,S08_set3_a2,
James_Monroe,Who is depicted holding the flag in the famous painting of Washington Crossing the Delaware?,monroe,,medium,S08_set3_a2,
James_Monroe,"What dwindled and eventually died out, starting with the Hartford Convention?",the federalist party,,easy,S08_set3_a2,
James_Monroe,Is it true that he practiced law in fredericksburg?,yes,,easy,S08_set3_a2,
James_Monroe,What did James Monroe make in 1817?,two long tours,,hard,S08_set3_a2,
James_Monroe,Was Monroe anticlerical?,no,,easy,S08_set3_a2,
James_Monroe,Was Monroe appointed Minister to France from 1794 to 1796?,yes,,easy,S08_set3_a2,
James_Monroe,What expired on March?,monroe's presidency,,medium,S08_set3_a2,
James_Monroe,Had Monroe racked up many debts during his years of public life ?,yes,,easy,S08_set3_a2,
James_Monroe,Who dismantled partisan and sectional coalitions ?,many congressmen,,medium,S08_set3_a2,
James_Monroe,What happened in 1811?,monroe returned to the virginia house of delegates and was elected to another term as governor of virginia,,easy,S08_set3_a2,
James_Monroe,What happened in the election of 1816?,monroe was elected president,,easy,S08_set3_a2,
James_Watt,Who died in childbirth in 1772?,margaret miller,,medium,S08_set4_a2,
James_Watt,Who died in 1832?,margaret miller,,medium,S08_set4_a2,
James_Watt,"Is watt commemorated by statuary in George Square, Glasgow and Princes Street, Edinburgh?",yes,,easy,S08_set4_a2,
James_Watt,"Was watt a gentleman, greatly respected by other prominent men of the Industrial Revolution?",yes,,easy,S08_set4_a2,
James_Watt,Was watt a fellow of the Royal Society of Edinburgh and the Royal Society of London?,yes,,easy,S08_set4_a2,
James_Watt,"Four years after opening his shop , Watt began what?","watt began to experiment with steam after his friend, professor john robison, called his attention to it",,medium,S08_set4_a2,
James_Watt,Was Watt ranked 22nd in Michael H. Hart 's list of the most influential figures in history ?,yes,,easy,S08_set4_a2,
John_Adams,Did John Adams represent the Continental Congress in Europe?,yes,easy,easy,S08_set3_a1,
John_Adams,Was Adams raised Congregationalist?,yes,easy,easy,S08_set3_a1,
John_Adams,Was Adams an opponent of the Stamp Act?,yes,easy,easy,S08_set3_a1,
John_Adams,When did Adams graduate from college?,1755,medium,medium,S08_set3_a1,
John_Adams,Who was on the committee with Adams to draft  a Declaration of Independence?,"thomas jefferson, benjamin franklin, robert r livingston and roger sherman",medium,medium,S08_set3_a1,
